code,date,market,buy_type,score_total,entry_close,max_high_20d,max_gain_20d,hit
601888,2023-07-25,CN,右侧,75.0,118.21,130.26,0.1019,True
601231,2023-07-27,CN,左侧,75.0,14.97,15.17,0.0134,False
601868,2023-07-27,CN,右侧,90.0,2.4,2.48,0.0333,False
000333,2023-07-27,CN,左侧,75.0,58.48,61.3,0.0482,False
601868,2023-07-28,CN,右侧,90.0,2.43,2.48,0.0206,False
601669,2023-07-28,CN,右侧,90.0,5.91,6.08,0.0288,False
600436,2023-07-28,CN,右侧,85.0,290.07,298.5,0.0291,False
601628,2023-07-28,CN,右侧,85.0,36.45,39.28,0.0776,False
002202,2023-07-28,CN,右侧,75.0,11.07,11.32,0.0226,False
002100,2023-07-31,CN,右侧,85.0,8.42,8.43,0.0012,False
601628,2023-07-31,CN,右侧,100.0,36.67,39.28,0.0712,False
000333,2023-07-31,CN,右侧,90.0,59.32,59.69,0.0062,False
601669,2023-07-31,CN,右侧,90.0,6.0,6.06,0.01,False
600436,2023-07-31,CN,右侧,75.0,289.97,298.5,0.0294,False
300699,2023-08-02,CN,左侧,75.0,30.45,30.59,0.0046,False
300699,2023-08-03,CN,左侧,75.0,30.3,30.59,0.0096,False
688114,2023-08-03,CN,右侧,75.0,92.0,93.35,0.0147,False
000566,2023-08-03,CN,右侧,85.0,5.0,5.01,0.002,False
600570,2023-08-04,CN,右侧,90.0,41.54,41.8,0.0063,False
000566,2023-08-04,CN,右侧,85.0,4.91,4.92,0.002,False
003007,2023-08-04,CN,右侧,85.0,25.83,35.39,0.3701,True
002759,2023-08-07,CN,右侧,90.0,13.71,13.77,0.0044,False
300058,2023-08-08,CN,左侧,75.0,8.85,9.58,0.0825,False
920263,2023-08-08,CN,右侧,85.0,4.79,5.56,0.1608,True
000333,2023-08-08,CN,左侧,75.0,57.0,58.8,0.0316,False
000333,2023-08-09,CN,左侧,75.0,57.56,58.8,0.0215,False
003007,2023-08-11,CN,右侧,90.0,25.88,35.39,0.3675,True
002759,2023-08-15,CN,左侧,90.0,13.03,13.09,0.0046,False
603667,2023-08-23,CN,右侧,90.0,14.69,20.06,0.3656,True
300750,2023-08-29,CN,右侧,75.0,238.5,242.0,0.0147,False
688981,2023-08-29,CN,右侧,85.0,51.0,58.66,0.1502,True
002715,2023-08-31,CN,右侧,90.0,14.72,15.53,0.055,False
601628,2023-09-01,CN,右侧,75.0,37.33,38.61,0.0343,False
002271,2023-09-04,CN,右侧,75.0,30.17,30.42,0.0083,False
601899,2023-09-04,CN,右侧,75.0,13.2,13.42,0.0167,False
000533,2023-09-04,CN,左侧,75.0,4.1,4.13,0.0073,False
000651,2023-09-05,CN,左侧,75.0,36.96,36.92,-0.0011,False
000533,2023-09-05,CN,左侧,75.0,4.08,4.13,0.0123,False
000651,2023-09-06,CN,左侧,75.0,36.73,36.92,0.0052,False
000651,2023-09-08,CN,左侧,90.0,36.06,36.92,0.0238,False
000905,2023-09-11,CN,右侧,75.0,7.79,8.39,0.077,False
300705,2023-09-11,CN,右侧,85.0,21.91,25.69,0.1725,True
601628,2023-09-12,CN,左侧,75.0,36.07,38.34,0.0629,False
000905,2023-09-13,CN,右侧,100.0,7.91,7.89,-0.0025,False
002395,2023-09-13,CN,右侧,90.0,11.18,11.68,0.0447,False
000566,2023-09-15,CN,右侧,75.0,4.61,4.78,0.0369,False
600525,2023-09-15,CN,右侧,75.0,4.9,5.64,0.151,True
300699,2023-09-19,CN,左侧,75.0,26.77,28.2,0.0534,False
300233,2023-09-20,CN,右侧,90.0,18.18,20.06,0.1034,True
002050,2023-09-21,CN,左侧,75.0,27.51,30.53,0.1098,True
300699,2023-09-22,CN,右侧,75.0,27.72,28.2,0.0173,False
603583,2023-09-27,CN,右侧,85.0,18.01,21.35,0.1855,True
601669,2023-09-27,CN,右侧,85.0,5.23,5.54,0.0593,False
002155,2023-10-09,CN,左侧,75.0,12.1,12.58,0.0397,False
603583,2023-10-09,CN,右侧,85.0,18.39,22.55,0.2262,True
002155,2023-10-11,CN,左侧,75.0,11.92,12.58,0.0554,False
601868,2023-10-12,CN,左侧,75.0,2.26,2.26,0.0,False
002460,2023-10-12,CN,右侧,85.0,48.2,48.15,-0.001,False
000547,2023-10-12,CN,左侧,75.0,8.71,8.77,0.0069,False
002460,2023-10-13,CN,右侧,75.0,47.25,47.58,0.007,False
002155,2023-10-16,CN,右侧,75.0,12.48,12.3,-0.0144,False
002636,2023-10-16,CN,右侧,100.0,9.53,9.91,0.0399,False
688256,2023-10-20,CN,右侧,85.0,135.55,163.5,0.2062,True
002100,2023-10-26,CN,右侧,85.0,7.09,7.76,0.0945,False
002171,2023-10-26,CN,右侧,85.0,7.11,7.72,0.0858,False
002171,2023-10-27,CN,右侧,90.0,7.21,7.72,0.0707,False
002100,2023-10-30,CN,右侧,100.0,7.32,7.98,0.0902,False
002709,2023-10-30,CN,右侧,75.0,28.3,28.98,0.024,False
002100,2023-10-31,CN,右侧,90.0,7.26,7.98,0.0992,False
000735,2023-10-31,CN,右侧,85.0,5.82,5.99,0.0292,False
000566,2023-10-31,CN,右侧,75.0,4.74,5.01,0.057,False
002100,2023-11-02,CN,右侧,90.0,7.13,7.98,0.1192,True
002709,2023-11-02,CN,左侧,75.0,26.91,28.98,0.0769,False
600570,2023-11-06,CN,右侧,75.0,32.55,34.34,0.055,False
002460,2023-11-07,CN,左侧,75.0,44.45,45.7,0.0281,False
920263,2023-11-08,CN,右侧,100.0,4.85,7.74,0.5959,True
002271,2023-11-09,CN,左侧,85.0,24.56,24.5,-0.0024,False
920263,2023-11-09,CN,右侧,100.0,4.87,7.74,0.5893,True
002050,2023-11-10,CN,左侧,90.0,27.7,29.69,0.0718,False
002395,2023-11-10,CN,右侧,100.0,11.6,13.7,0.181,True
601888,2023-11-10,CN,左侧,90.0,94.4,97.22,0.0299,False
000547,2023-11-13,CN,右侧,90.0,8.82,10.04,0.1383,True
603260,2023-11-15,CN,右侧,75.0,56.27,56.36,0.0016,False
300750,2023-11-16,CN,左侧,75.0,181.15,184.0,0.0157,False
002460,2023-11-17,CN,左侧,75.0,44.05,44.42,0.0084,False
601899,2023-11-21,CN,右侧,75.0,12.14,12.69,0.0453,False
002460,2023-11-21,CN,左侧,75.0,43.47,43.28,-0.0044,False
601231,2023-11-24,CN,左侧,75.0,14.7,15.06,0.0245,False
601868,2023-11-24,CN,左侧,75.0,2.17,2.17,0.0,False
600570,2023-11-27,CN,左侧,90.0,30.8,31.03,0.0075,False
600436,2023-11-27,CN,左侧,75.0,251.75,255.0,0.0129,False
600570,2023-11-28,CN,左侧,90.0,30.84,30.98,0.0045,False
600570,2023-11-29,CN,左侧,75.0,30.35,30.92,0.0188,False
600436,2023-11-29,CN,左侧,75.0,252.3,253.45,0.0046,False
600436,2023-11-30,CN,左侧,75.0,252.76,253.39,0.0025,False
688498,2023-12-08,CN,右侧,85.0,181.63,187.37,0.0316,False
601231,2023-12-13,CN,左侧,75.0,14.73,15.18,0.0305,False
688498,2023-12-14,CN,左侧,75.0,172.0,174.67,0.0155,False
000905,2023-12-18,CN,右侧,90.0,7.32,7.43,0.015,False
002230,2023-12-19,CN,左侧,75.0,48.18,48.25,0.0015,False
000735,2023-12-20,CN,左侧,75.0,5.84,5.94,0.0171,False
000905,2023-12-21,CN,右侧,75.0,7.29,7.43,0.0192,False
601231,2023-12-21,CN,左侧,75.0,14.58,15.18,0.0412,False
000735,2023-12-21,CN,左侧,75.0,5.91,5.91,0.0,False
002460,2023-12-25,CN,左侧,75.0,39.92,45.62,0.1428,True
002460,2023-12-27,CN,左侧,75.0,39.18,45.62,0.1644,True
601899,2023-12-28,CN,右侧,90.0,12.35,12.68,0.0267,False
000533,2023-12-28,CN,右侧,75.0,4.49,5.06,0.1269,True
002050,2023-12-29,CN,右侧,75.0,29.4,29.4,0.0,False
601231,2023-12-29,CN,右侧,75.0,15.11,15.15,0.0026,False
003007,2023-12-29,CN,右侧,100.0,32.7,39.09,0.1954,True
600105,2024-01-02,CN,右侧,85.0,5.76,5.74,-0.0035,False
000735,2024-01-02,CN,左侧,90.0,5.8,5.89,0.0155,False
600525,2024-01-02,CN,右侧,85.0,5.38,5.44,0.0112,False
600525,2024-01-03,CN,右侧,90.0,5.4,5.39,-0.0019,False
000651,2024-01-05,CN,右侧,85.0,32.98,35.84,0.0867,False
002460,2024-01-08,CN,右侧,90.0,42.67,45.62,0.0691,False
002100,2024-01-12,CN,右侧,75.0,8.71,8.79,0.0092,False
002715,2024-01-12,CN,左侧,75.0,15.99,16.09,0.0063,False
601868,2024-01-15,CN,左侧,75.0,2.07,2.22,0.0725,False
601138,2024-01-22,CN,右侧,100.0,14.4,19.44,0.35,True
601868,2024-01-24,CN,右侧,85.0,2.1,2.22,0.0571,False
601888,2024-01-25,CN,右侧,90.0,86.9,89.68,0.032,False
601628,2024-01-25,CN,右侧,85.0,28.69,31.94,0.1133,True
601868,2024-01-26,CN,右侧,100.0,2.15,2.22,0.0326,False
601868,2024-01-30,CN,右侧,90.0,2.13,2.2,0.0329,False
601669,2024-01-30,CN,右侧,90.0,5.07,5.23,0.0316,False
002230,2024-02-01,CN,右侧,85.0,40.99,54.34,0.3257,True
300750,2024-02-05,CN,右侧,75.0,151.94,186.43,0.227,True
601868,2024-02-05,CN,右侧,90.0,2.09,2.2,0.0526,False
601899,2024-02-07,CN,右侧,90.0,12.25,15.78,0.2882,True
688114,2024-02-07,CN,右侧,85.0,79.85,82.78,0.0367,False
300699,2024-02-08,CN,右侧,100.0,26.78,30.95,0.1557,True
601231,2024-02-08,CN,右侧,85.0,14.2,15.0,0.0563,False
002271,2024-02-21,CN,右侧,75.0,17.32,18.2,0.0508,False
600525,2024-02-27,CN,右侧,90.0,4.71,4.95,0.051,False
603667,2024-02-28,CN,右侧,90.0,16.17,20.66,0.2777,True
688981,2024-02-28,CN,右侧,90.0,45.56,49.11,0.0779,False
002202,2024-02-28,CN,右侧,90.0,7.45,8.26,0.1087,True
688981,2024-02-29,CN,右侧,90.0,48.35,48.88,0.011,False
002271,2024-03-05,CN,左侧,75.0,16.51,18.2,0.1024,True
002100,2024-03-18,CN,右侧,75.0,7.32,8.09,0.1052,True
600570,2024-03-26,CN,左侧,75.0,23.43,23.4,-0.0013,False
601231,2024-03-26,CN,左侧,75.0,13.93,14.52,0.0424,False
601868,2024-04-01,CN,右侧,85.0,2.18,2.29,0.0505,False
002460,2024-04-01,CN,右侧,85.0,39.37,41.8,0.0617,False
002460,2024-04-02,CN,右侧,75.0,39.62,41.8,0.055,False
601628,2024-04-03,CN,左侧,75.0,28.89,32.31,0.1184,True
601669,2024-04-03,CN,左侧,75.0,5.06,5.31,0.0494,False
002460,2024-04-09,CN,右侧,100.0,41.45,41.8,0.0084,False
601669,2024-04-15,CN,右侧,85.0,5.16,5.33,0.0329,False
601868,2024-04-16,CN,右侧,100.0,2.19,2.29,0.0457,False
601669,2024-04-17,CN,右侧,100.0,5.24,5.39,0.0286,False
601669,2024-04-18,CN,右侧,90.0,5.23,5.47,0.0459,False
601138,2024-04-25,CN,左侧,75.0,22.19,26.42,0.1906,True
601231,2024-04-25,CN,右侧,75.0,13.86,15.45,0.1147,True
603260,2024-04-29,CN,右侧,75.0,49.73,57.53,0.1568,True
601231,2024-04-30,CN,右侧,90.0,14.79,15.45,0.0446,False
002100,2024-05-06,CN,右侧,75.0,7.49,8.79,0.1736,True
688981,2024-05-09,CN,右侧,90.0,43.72,47.74,0.0919,False
000566,2024-05-09,CN,右侧,90.0,3.8,3.86,0.0158,False
000533,2024-05-13,CN,右侧,100.0,4.08,4.16,0.0196,False
300058,2024-05-14,CN,右侧,75.0,6.44,6.42,-0.0031,False
600105,2024-05-14,CN,左侧,75.0,4.46,4.51,0.0112,False
000533,2024-05-14,CN,右侧,100.0,4.05,4.09,0.0099,False
300750,2024-05-15,CN,左侧,75.0,197.89,207.88,0.0505,False
688498,2024-05-15,CN,左侧,90.0,129.69,149.49,0.1527,True
002759,2024-05-20,CN,左侧,90.0,9.49,9.5,0.0011,False
601888,2024-05-20,CN,右侧,75.0,78.22,78.68,0.0059,False
002759,2024-05-23,CN,左侧,90.0,9.18,9.42,0.0261,False
002759,2024-05-24,CN,左侧,90.0,9.08,9.42,0.0374,False
000566,2024-05-24,CN,左侧,75.0,3.41,3.44,0.0088,False
300750,2024-05-28,CN,左侧,75.0,197.8,207.85,0.0508,False
688981,2024-05-28,CN,右侧,75.0,43.11,49.91,0.1577,True
300233,2024-05-28,CN,左侧,90.0,16.56,16.78,0.0133,False
002202,2024-05-29,CN,右侧,90.0,7.94,8.04,0.0126,False
000035,2024-05-30,CN,左侧,75.0,4.64,5.54,0.194,True
002759,2024-05-30,CN,左侧,90.0,9.13,9.13,0.0,False
000035,2024-05-31,CN,右侧,85.0,4.93,5.54,0.1237,True
002050,2024-05-31,CN,右侧,85.0,23.02,24.72,0.0738,False
601899,2024-06-03,CN,左侧,75.0,17.33,18.1,0.0444,False
603667,2024-06-03,CN,右侧,85.0,18.2,19.99,0.0984,False
300699,2024-06-13,CN,左侧,90.0,25.9,27.2,0.0502,False
002050,2024-06-14,CN,右侧,90.0,22.97,23.65,0.0296,False
300223,2024-06-14,CN,右侧,90.0,60.77,61.6,0.0137,False
601231,2024-06-18,CN,右侧,100.0,15.65,17.3,0.1054,True
601669,2024-06-19,CN,右侧,75.0,5.56,5.78,0.0396,False
603583,2024-06-20,CN,右侧,90.0,19.76,21.0,0.0628,False
002230,2024-06-27,CN,右侧,75.0,43.14,43.88,0.0172,False
002230,2024-06-28,CN,右侧,90.0,42.95,43.88,0.0217,False
300699,2024-07-04,CN,右侧,100.0,26.11,28.75,0.1011,True
300705,2024-07-04,CN,左侧,90.0,25.63,28.05,0.0944,False
000721,2024-07-05,CN,右侧,90.0,7.44,7.93,0.0659,False
000721,2024-07-09,CN,右侧,90.0,7.48,7.58,0.0134,False
601868,2024-07-10,CN,左侧,75.0,2.1,2.27,0.081,False
002100,2024-07-16,CN,右侧,75.0,7.18,7.26,0.0111,False
300750,2024-07-18,CN,右侧,75.0,188.35,194.18,0.031,False
002636,2024-07-18,CN,右侧,100.0,6.53,6.59,0.0092,False
300705,2024-07-19,CN,右侧,85.0,27.61,28.05,0.0159,False
002271,2024-07-24,CN,左侧,75.0,12.56,13.05,0.039,False
000651,2024-07-26,CN,右侧,85.0,39.83,42.18,0.059,False
300223,2024-07-29,CN,左侧,75.0,53.72,57.5,0.0704,False
300223,2024-07-30,CN,左侧,75.0,54.26,57.5,0.0597,False
000558,2024-07-31,CN,右侧,75.0,2.22,2.66,0.1982,True
000905,2024-07-31,CN,右侧,90.0,5.84,5.91,0.012,False
300058,2024-07-31,CN,右侧,75.0,5.36,5.45,0.0168,False
688114,2024-07-31,CN,右侧,75.0,44.7,45.06,0.0081,False
000905,2024-08-01,CN,右侧,90.0,5.85,5.91,0.0103,False
000566,2024-08-02,CN,右侧,90.0,3.09,3.54,0.1456,True
000566,2024-08-05,CN,右侧,90.0,3.04,3.54,0.1645,True
600105,2024-08-07,CN,右侧,85.0,3.82,4.35,0.1387,True
000721,2024-08-07,CN,右侧,100.0,7.44,7.6,0.0215,False
000721,2024-08-08,CN,右侧,100.0,7.39,7.6,0.0284,False
000721,2024-08-09,CN,右侧,90.0,7.35,7.23,-0.0163,False
000533,2024-08-09,CN,左侧,75.0,3.18,3.33,0.0472,False
002395,2024-08-14,CN,右侧,85.0,13.64,14.4,0.0557,False
000735,2024-08-14,CN,左侧,75.0,4.95,5.02,0.0141,False
002715,2024-08-15,CN,左侧,90.0,10.96,11.2,0.0219,False
600525,2024-08-15,CN,右侧,75.0,3.78,4.38,0.1587,True
002715,2024-08-16,CN,左侧,90.0,10.75,11.2,0.0419,False
002395,2024-08-19,CN,右侧,90.0,13.42,14.0,0.0432,False
603667,2024-08-20,CN,左侧,90.0,13.98,14.3,0.0229,False
002460,2024-08-21,CN,右侧,75.0,27.4,28.18,0.0285,False
601868,2024-08-23,CN,左侧,75.0,2.19,2.23,0.0183,False
002395,2024-08-26,CN,右侧,75.0,13.48,14.0,0.0386,False
002202,2024-08-27,CN,右侧,85.0,8.25,8.76,0.0618,False
603260,2024-08-29,CN,右侧,90.0,47.8,60.6,0.2678,True
002050,2024-08-30,CN,右侧,75.0,17.34,26.21,0.5115,True
002460,2024-08-30,CN,右侧,85.0,27.33,37.92,0.3875,True
003007,2024-09-02,CN,右侧,85.0,23.28,31.3,0.3445,True
000533,2024-09-04,CN,左侧,75.0,3.18,4.19,0.3176,True
002709,2024-09-11,CN,右侧,85.0,14.89,20.37,0.368,True
002709,2024-09-12,CN,右侧,85.0,14.33,20.37,0.4215,True
002460,2024-09-12,CN,右侧,85.0,27.06,37.92,0.4013,True
600570,2024-09-18,CN,左侧,75.0,15.92,28.67,0.8009,True
000533,2024-09-19,CN,右侧,75.0,3.22,4.19,0.3012,True
000035,2024-09-20,CN,左侧,75.0,4.1,5.55,0.3537,True
000035,2024-09-23,CN,左侧,90.0,4.09,5.55,0.357,True
920263,2024-09-23,CN,左侧,85.0,3.81,7.62,1.0,True
002460,2024-09-23,CN,左侧,90.0,25.58,37.92,0.4824,True
601899,2024-09-24,CN,右侧,90.0,16.51,19.87,0.2035,True
920263,2024-09-24,CN,右侧,85.0,3.9,8.84,1.2667,True
300223,2024-09-24,CN,右侧,75.0,45.6,89.14,0.9548,True
601138,2024-09-24,CN,右侧,85.0,20.58,28.3,0.3751,True
000905,2024-09-24,CN,右侧,90.0,5.69,7.08,0.2443,True
002709,2024-09-24,CN,右侧,85.0,14.24,20.37,0.4305,True
000035,2024-09-24,CN,右侧,75.0,4.26,5.55,0.3028,True
000547,2024-09-24,CN,右侧,90.0,6.4,8.59,0.3422,True
000572,2024-09-24,CN,右侧,90.0,3.16,4.39,0.3892,True
600436,2024-09-24,CN,右侧,85.0,205.0,284.34,0.387,True
300233,2024-09-24,CN,右侧,75.0,11.21,16.8,0.4987,True
000651,2024-09-25,CN,右侧,90.0,42.48,52.73,0.2413,True
000709,2024-09-25,CN,右侧,85.0,1.87,2.44,0.3048,True
601868,2024-09-26,CN,右侧,100.0,2.21,2.65,0.1991,True
300699,2024-09-26,CN,右侧,75.0,27.48,39.49,0.437,True
601669,2024-09-26,CN,右侧,90.0,5.1,6.2,0.2157,True
002100,2024-09-27,CN,右侧,85.0,6.62,7.85,0.1858,True
601231,2024-09-30,CN,右侧,85.0,15.97,17.57,0.1002,True
002100,2024-10-09,CN,右侧,100.0,6.55,7.05,0.0763,False
000035,2024-10-11,CN,右侧,90.0,4.46,5.69,0.2758,True
000709,2024-11-01,CN,右侧,90.0,2.26,2.46,0.0885,False
000721,2024-11-01,CN,右侧,90.0,9.08,11.68,0.2863,True
688114,2024-11-08,CN,右侧,75.0,50.9,56.96,0.1191,True
000983,2024-11-12,CN,右侧,90.0,8.53,8.69,0.0188,False
688114,2024-11-15,CN,左侧,75.0,49.18,55.8,0.1346,True
002636,2024-11-18,CN,左侧,90.0,8.02,8.8,0.0973,False
601888,2024-11-18,CN,左侧,75.0,69.77,74.17,0.0631,False
002100,2024-11-19,CN,左侧,90.0,6.65,7.14,0.0737,False
601628,2024-11-20,CN,左侧,90.0,44.18,46.4,0.0502,False
002155,2024-11-21,CN,右侧,75.0,16.73,22.26,0.3305,True
688981,2024-11-21,CN,左侧,90.0,93.5,95.5,0.0214,False
601628,2024-11-21,CN,左侧,90.0,44.39,46.4,0.0453,False
601669,2024-11-25,CN,左侧,90.0,5.52,5.68,0.029,False
688981,2024-11-26,CN,左侧,90.0,85.1,99.2,0.1657,True
601888,2024-11-26,CN,左侧,90.0,67.84,74.17,0.0933,False
601888,2024-11-28,CN,左侧,90.0,68.28,74.17,0.0863,False
601888,2024-11-29,CN,左侧,75.0,69.55,74.17,0.0664,False
002155,2024-12-03,CN,右侧,90.0,18.28,19.38,0.0602,False
002100,2024-12-10,CN,右侧,100.0,6.89,7.14,0.0363,False
688114,2024-12-10,CN,右侧,100.0,53.5,55.8,0.043,False
000333,2024-12-10,CN,右侧,90.0,73.84,77.66,0.0517,False
002709,2024-12-11,CN,左侧,90.0,22.15,22.51,0.0163,False
000983,2024-12-11,CN,右侧,85.0,8.53,8.53,0.0,False
300233,2024-12-12,CN,右侧,90.0,13.71,13.67,-0.0029,False
002460,2024-12-13,CN,左侧,90.0,38.22,38.41,0.005,False
601888,2024-12-13,CN,右侧,90.0,71.3,73.35,0.0288,False
002715,2024-12-17,CN,左侧,75.0,16.01,16.44,0.0269,False
300223,2024-12-18,CN,右侧,85.0,73.5,77.34,0.0522,False
002715,2024-12-18,CN,左侧,90.0,16.09,16.44,0.0218,False
002271,2024-12-25,CN,右侧,85.0,13.7,14.05,0.0255,False
601888,2024-12-26,CN,左侧,90.0,69.07,69.6,0.0077,False
002050,2024-12-30,CN,左侧,75.0,24.19,33.59,0.3886,True
300699,2024-12-31,CN,右侧,90.0,34.65,34.6,-0.0014,False
000905,2025-01-02,CN,右侧,85.0,6.84,7.83,0.1447,True
000905,2025-01-03,CN,右侧,100.0,6.83,7.83,0.1464,True
601899,2025-01-15,CN,右侧,90.0,15.78,17.58,0.1141,True
002636,2025-01-15,CN,右侧,75.0,8.48,12.42,0.4646,True
002171,2025-01-16,CN,左侧,75.0,8.74,8.95,0.024,False
300750,2025-01-20,CN,右侧,75.0,265.52,276.88,0.0428,False
300233,2025-01-20,CN,右侧,85.0,13.23,13.89,0.0499,False
300233,2025-01-21,CN,右侧,90.0,12.95,13.89,0.0726,False
601138,2025-01-22,CN,右侧,85.0,23.33,24.24,0.039,False
002636,2025-01-24,CN,右侧,100.0,8.56,10.08,0.1776,True
002230,2025-01-27,CN,右侧,100.0,50.68,59.37,0.1715,True
000572,2025-02-06,CN,右侧,75.0,4.12,4.65,0.1286,True
002460,2025-02-06,CN,右侧,75.0,34.66,38.88,0.1218,True
000035,2025-02-07,CN,右侧,85.0,4.62,4.89,0.0584,False
300750,2025-02-07,CN,右侧,75.0,261.28,279.3,0.069,False
000035,2025-02-10,CN,右侧,90.0,4.58,4.89,0.0677,False
300699,2025-02-11,CN,左侧,75.0,32.01,34.56,0.0797,False
002100,2025-02-13,CN,右侧,85.0,6.27,6.29,0.0032,False
300699,2025-02-13,CN,左侧,75.0,31.89,34.95,0.096,False
300705,2025-02-13,CN,右侧,85.0,16.88,18.22,0.0794,False
601888,2025-02-13,CN,右侧,75.0,61.99,63.8,0.0292,False
000905,2025-02-14,CN,左侧,90.0,6.96,9.55,0.3721,True
600436,2025-02-14,CN,右侧,90.0,209.65,210.65,0.0048,False
000035,2025-02-18,CN,右侧,85.0,4.6,4.99,0.0848,False
000035,2025-02-19,CN,右侧,75.0,4.68,4.99,0.0662,False
002715,2025-02-20,CN,右侧,75.0,14.79,18.62,0.259,True
000035,2025-02-21,CN,右侧,90.0,4.75,5.08,0.0695,False
300699,2025-02-21,CN,右侧,75.0,32.88,35.35,0.0751,False
688981,2025-02-21,CN,右侧,75.0,103.98,106.86,0.0277,False
